ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,monthly_revenue,monthly_margin,CLV_60_months,survival_probability_12m,churn_risk_12m,CLV_12_months,valuable_customer,at_risk_customer,valuable_and_at_risk
761,Zone 3,43,38,Married,7,18,Some college,No,Female,Yes,Yes,No,Total service,No,0,60,39.0,1377.0661386863198,0.8640659691542041,0.13593403084579592,411.1533672918356,True,False,False
762,Zone 1,19,35,Unmarried,7,58,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1132.6205955970067,0.7677654279544296,0.2322345720455704,385.78209099049866,True,True,True
763,Zone 3,5,43,Unmarried,16,72,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1242.9401655041743,0.9626188208897655,0.03738117911023453,327.5359976533732,True,False,False
764,Zone 1,24,61,Married,6,112,College degree,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,584.9708045572065,0.87373011961008,0.12626988038992004,172.3740370157058,False,False,False
765,Zone 3,62,35,Married,2,28,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,929.5249822987424,0.9329101582641177,0.06708984173588228,249.91318371681612,False,False,False
766,Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1244.5394074158423,0.8150667915363753,0.1849332084636247,398.6209128675232,True,True,True
767,Zone 3,60,48,Married,22,106,Some college,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1720.3299123325626,0.9681376386961579,0.031862361303842124,437.03247709161235,True,False,False
768,Zone 2,30,74,Married,12,10,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1357.0698778138383,0.9912685955781175,0.008731404421882472,331.966477414889,True,False,False
769,Zone 1,40,42,Married,16,108,Some college,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,924.8242866854104,0.9311478524018222,0.06885214759817782,249.68577135859232,False,False,False
770,Zone 2,42,50,Married,17,85,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,676.0554876540045,0.941905522678701,0.05809447732129902,179.44910663142454,False,False,False
771,Zone 1,20,34,Unmarried,14,51,Some college,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,790.6024461859854,0.8567957027104303,0.14320429728956974,238.81679904061912,False,False,False
772,Zone 1,4,22,Married,1,22,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1023.4956385722747,0.8713550882098994,0.12864491179010062,311.28457863356385,True,False,False
773,Zone 2,44,49,Married,2,66,High school degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1587.6013662779112,0.9316092532430407,0.06839074675695933,428.13274895790306,True,False,False
774,Zone 3,49,63,Unmarried,18,10,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,45,29.25,1310.1971929906235,0.9753642131805804,0.02463578681941958,329.09584644603365,True,False,False
775,Zone 3,5,36,Married,2,34,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,1,45,29.25,1162.2610318915638,0.9324840132923098,0.06751598670769021,322.29338903222975,True,False,False
776,Zone 3,70,50,Married,29,67,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1049.3668792002559,0.9876964555458445,0.01230354445415549,257.6695597156746,True,False,False
777,Zone 1,30,57,Married,16,19,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,25,16.25,691.9084046127144,0.9536614719321392,0.04633852806786076,180.67707571301736,False,False,False
778,Zone 2,28,48,Unmarried,20,128,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1454.806003878354,0.8907590279457165,0.10924097205428351,417.9932495378737,True,False,False
779,Zone 1,5,28,Married,3,39,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1047.246912835312,0.7306179624447564,0.2693820375552436,376.632525789994,True,True,True
780,Zone 2,27,35,Unmarried,12,56,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1450.6800363747393,0.8894648649608907,0.11053513503910928,417.6746286336019,True,False,False
781,Zone 2,17,39,Unmarried,12,45,College degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,555.2622218503147,0.8488795010056582,0.15112049899434177,169.7577866034173,False,False,False
782,Zone 1,4,37,Married,8,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,581.6887409292281,0.8829990756381659,0.11700092436183407,174.156088152494,False,False,False
783,Zone 1,30,23,Married,0,24,High school degree,No,Female,No,Yes,No,Plus service,No,0,45,29.25,894.1705204766241,0.7940702493258014,0.2059297506741986,294.668913001532,False,True,False
784,Zone 3,71,40,Married,19,53,College degree,No,Female,No,Yes,Yes,Total service,No,0,60,39.0,1607.168180417504,0.9367909813002534,0.0632090186997466,429.37199311208377,True,False,False
785,Zone 3,67,77,Unmarried,55,49,Did not complete high school,Yes,Female,No,No,No,Basic service,No,0,25,16.25,764.0831940326534,0.995794500945217,0.004205499054782957,184.8495575774293,False,False,False
786,Zone 3,24,48,Married,3,38,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,607.8409206617143,0.8925331223716251,0.10746687762837492,174.37052629419284,False,False,False
787,Zone 1,24,54,Married,7,84,Some college,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,560.5115797459042,0.8527172890396842,0.14728271096031575,170.1187094453699,False,False,False
788,Zone 2,59,54,Unmarried,32,126,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1329.3649189586085,0.9814698264417884,0.018530173558211627,330.1818845403567,True,False,False
789,Zone 3,59,32,Unmarried,9,73,College degree,No,Male,No,No,No,E-service,Yes,1,35,22.75,901.9983933084378,0.918932681432611,0.08106731856738902,247.89723316589624,False,False,False
790,Zone 3,44,37,Married,1,41,College degree,No,Female,Yes,Yes,No,E-service,No,0,35,22.75,775.1439897381196,0.8471417607789788,0.15285823922102115,237.30977242200748,False,False,False
791,Zone 1,19,31,Married,0,22,College degree,No,Male,No,No,No,E-service,Yes,1,35,22.75,879.6551986583643,0.9097082655523866,0.0902917344476134,246.7055134854999,False,False,False
792,Zone 2,58,46,Married,23,23,Did not complete high school,No,Female,No,Yes,No,Basic service,No,0,25,16.25,628.1920219217009,0.9070994672937925,0.09290053270620746,175.84218315989935,False,False,False
793,Zone 1,41,53,Married,22,94,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,1045.8515608215835,0.9869722462400773,0.013027753759922711,257.59017093374155,True,False,False
794,Zone 2,16,33,Unmarried,1,30,Some college,No,Male,Yes,No,Yes,Plus service,Yes,1,45,29.25,917.9680471499643,0.8063385604769092,0.19366143952309078,297.16534292585425,False,True,False
795,Zone 3,13,36,Unmarried,11,31,High school degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,529.6444458687499,0.8260640595535698,0.17393594044643024,167.33100770207315,False,True,False
796,Zone 1,60,53,Unmarried,22,171,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1291.720387686122,0.9686524491040487,0.031347550895951315,327.867725272411,True,False,False
797,Zone 2,72,49,Married,23,102,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,1036.0790569063288,0.9821219484539867,0.017878051546013296,256.89188930357307,True,False,False
798,Zone 2,33,39,Unmarried,17,27,College degree,No,Female,Yes,Yes,No,Total service,No,0,60,39.0,1352.1327005158482,0.8550653103381257,0.14493468966187428,408.8462743681252,True,False,False
799,Zone 2,72,45,Married,25,98,College degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1722.8473366446663,0.9685501594456836,0.03144984055431643,437.11885437410194,True,False,False
800,Zone 1,66,54,Married,8,591,College degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1670.4403913382075,0.9546148268688437,0.04538517313115631,433.7406530837962,True,False,False
801,Zone 3,53,37,Married,7,25,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1202.7377117177318,0.9360305268656618,0.0639694731343382,321.90235465457096,True,False,False
802,Zone 2,22,28,Married,0,36,College degree,No,Male,No,Yes,Yes,Total service,No,0,60,39.0,1236.3053335740112,0.8111318740374268,0.18886812596257319,397.40685665556555,True,True,True
803,Zone 2,14,26,Married,1,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1056.9099785612298,0.8778174735900617,0.12218252640993832,311.27091571863235,True,False,False
804,Zone 1,52,49,Unmarried,18,69,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1259.061107880877,0.9572432583598893,0.042756741640110674,325.8017985893071,True,False,False
805,Zone 3,33,30,Married,5,22,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1138.3216132940995,0.9108351373385063,0.0891648626614937,317.25962782395465,True,False,False
806,Zone 3,72,66,Unmarried,26,67,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1339.183009307624,0.984442184336742,0.015557815663257979,330.70596209913145,True,False,False
807,Zone 1,40,40,Married,3,73,College degree,No,Female,Yes,No,Yes,Plus service,Yes,1,45,29.25,1124.0440091763062,0.9044628127705958,0.09553718722940419,316.03823459660015,True,False,False
808,Zone 2,29,26,Unmarried,1,22,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1045.698651317326,0.7312881154410733,0.2687118845589267,375.9539620364515,True,True,True
809,Zone 3,63,67,Unmarried,22,9,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,45,29.25,1331.9509557742201,0.9822326740399644,0.017767325960035607,330.3154322787884,True,False,False
810,Zone 2,56,54,Unmarried,25,147,Some college,No,Female,No,Yes,No,E-service,No,0,35,22.75,967.5956895278357,0.9516069537070221,0.048393046292977915,252.59497294462153,False,False,False
811,Zone 3,60,50,Married,26,239,High school degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1748.6877889252548,0.9754706809785978,0.024529319021402207,438.8014962850184,True,False,False
812,Zone 3,28,22,Married,3,23,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,507.0398469878274,0.803752598413153,0.19624740158684695,164.77019320725302,False,True,False
813,Zone 2,39,39,Unmarried,19,29,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,872.1458234065861,0.9033399254485902,0.09666007455140979,245.64493547089845,False,False,False
814,Zone 3,65,39,Married,18,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1269.06310418387,0.9605134389055561,0.03948656109444393,326.3831608037666,True,False,False
815,Zone 3,29,31,Unmarried,7,30,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1075.3160588387245,0.8835997007553711,0.11640029924462891,312.12551460459656,True,False,False
816,Zone 3,28,36,Unmarried,8,57,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1116.310228193446,0.9018420918066313,0.09815790819336867,315.59528577670386,True,False,False
817,Zone 1,2,18,Unmarried,0,20,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,831.8559700211018,0.7672086965230056,0.2327913034769944,291.8622692252451,False,True,False
818,Zone 3,67,52,Unmarried,13,248,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1250.3024512962472,0.9536726792798303,0.04632732072016965,325.1324097184787,True,False,False
819,Zone 3,5,35,Married,9,59,Some college,No,Female,No,Yes,No,Total service,No,0,60,39.0,1411.8447979763466,0.8867413011853809,0.11325869881461914,418.54220286745453,True,False,False
820,Zone 3,48,35,Unmarried,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1144.5325443420804,0.9128561004300804,0.08714389956991964,317.5996326132711,True,False,False
821,Zone 2,10,26,Married,4,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,492.93392662242354,0.7904619836342962,0.2095380163657038,163.4473352179031,False,True,False
822,Zone 2,17,28,Unmarried,3,37,Some college,No,Female,No,No,Yes,Plus service,Yes,1,45,29.25,994.2137610719027,0.8462360915082643,0.1537639084917357,305.04684281241435,False,False,False
823,Zone 1,21,24,Married,0,30,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1072.658370000431,0.7415015780268581,0.2584984219731419,378.61543206392196,True,True,True
824,Zone 2,25,51,Unmarried,9,66,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1352.6475843402538,0.8553673771049811,0.14463262289501888,408.9611058897492,True,False,False
825,Zone 3,44,31,Unmarried,8,16,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,25,16.25,544.316143236664,0.8390514400941359,0.1609485599058641,168.63825834912817,False,False,False
826,Zone 2,59,49,Unmarried,28,429,College degree,No,Female,No,No,Yes,Total service,Yes,1,60,39.0,1749.982334161013,0.97582542649032,0.024174573509679997,438.8881764323614,True,False,False
827,Zone 2,11,26,Unmarried,7,20,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,448.37381287669893,0.7419430108106008,0.25805698918939923,157.8460955068008,False,True,False
828,Zone 2,50,68,Married,32,262,Some college,No,Male,No,Yes,Yes,Plus service,No,0,45,29.25,1340.9508210364274,0.9854786207614583,0.014521379238541687,330.9088981939089,True,False,False
829,Zone 3,23,25,Married,2,28,Some college,No,Female,No,No,No,E-service,No,0,35,22.75,860.8952706728803,0.8983448570766159,0.10165514292338407,244.98588171720397,False,False,False
830,Zone 1,17,19,Unmarried,0,18,High school degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,580.3222406044479,0.7039987190601498,0.29600128093985023,214.7354441498945,False,True,False
831,Zone 1,15,62,Married,3,144,Some college,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1251.655230639015,0.9590649510937332,0.04093504890626676,326.3873519772565,True,False,False
832,Zone 2,68,57,Married,38,33,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,1068.4602656425411,0.9953084833150883,0.004691516684911745,258.7224617464998,True,False,False
833,Zone 1,69,42,Married,23,19,Some college,No,Female,No,Yes,No,Basic service,No,0,25,16.25,624.2361606637058,0.9042421050323062,0.09575789496769382,175.54564731468523,False,False,False
834,Zone 1,30,24,Married,3,30,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,25,16.25,518.8311270557167,0.8150583503095195,0.18494164969048055,166.0151780297337,False,True,False
835,Zone 3,22,30,Unmarried,8,41,High school degree,No,Male,Yes,No,No,Plus service,No,0,45,29.25,979.5754616967682,0.8382635533403602,0.16173644665963982,303.4098895744309,False,False,False
836,Zone 2,10,20,Married,1,20,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,440.9315048974262,0.7335905202343248,0.2664094797656752,156.89739292832098,False,True,False
837,Zone 1,72,59,Married,12,65,Some college,No,Female,No,No,No,E-service,No,0,35,22.75,1030.6520946578564,0.9798088612446302,0.02019113875536982,256.5683956773651,True,False,False
838,Zone 2,34,24,Married,5,17,College degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1101.3392994064639,0.8949029765458514,0.10509702345414862,314.2510029203422,True,False,False
839,Zone 2,43,49,Married,18,66,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1305.589269439509,0.9740626303298943,0.025937369670105737,328.8725485689987,True,False,False
840,Zone 3,31,37,Married,15,18,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1418.0881158969648,0.8781637516745439,0.12183624832545614,414.77074751921407,True,False,False
841,Zone 2,6,27,Married,5,26,College degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,500.07388154953014,0.8008924237449196,0.19910757625508035,164.91965183978795,False,True,False
842,Zone 2,48,42,Unmarried,21,46,College degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1243.679623724589,0.9517379801677632,0.04826201983223677,324.8016805368462,True,False,False
843,Zone 2,50,25,Unmarried,6,19,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,526.8118529154405,0.82410429322024,0.17589570677975996,167.03772010411802,False,True,False
844,Zone 3,20,41,Married,19,58,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,1019.327104277267,0.9779543379683711,0.022045662031628943,256.4154173889102,False,False,False
845,Zone 3,61,73,Unmarried,10,25,Did not complete high school,Yes,Male,No,No,No,Basic service,No,0,25,16.25,685.9547124194042,0.9480191889477135,0.05198081105228647,180.05638471635316,False,False,False
846,Zone 2,6,21,Unmarried,0,15,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,357.5052420089942,0.628951664319168,0.37104833568083195,144.32786319822407,False,True,False
847,Zone 2,1,22,Unmarried,2,35,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,226.0688110406153,0.4190101887099339,0.5809898112900661,116.1935567957246,False,True,False
848,Zone 1,21,43,Unmarried,13,41,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1305.3113574120152,0.838026621410566,0.16197337858943395,404.497519900563,True,False,False
849,Zone 3,7,32,Unmarried,1,71,College degree,No,Male,No,Yes,Yes,Total service,No,0,60,39.0,1066.7792527709455,0.7386439277743647,0.2613560722256353,378.3515693421768,True,True,True
850,Zone 3,65,56,Married,19,608,Some college,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1739.4026274390653,0.9729781689134227,0.027021831086577297,438.19507925739435,True,False,False
851,Zone 1,64,37,Unmarried,10,44,College degree,No,Female,Yes,No,Yes,E-service,No,0,35,22.75,886.8453697170029,0.9110255401891838,0.0889744598108162,246.74952248521606,False,False,False
852,Zone 3,4,30,Unmarried,0,41,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,965.722063750403,0.8411369730506135,0.15886302694938648,305.4636852971706,False,False,False
853,Zone 1,67,45,Married,22,83,Some college,No,Female,No,No,Yes,E-service,No,0,35,22.75,1026.3606596259986,0.97805001752311,0.02194998247688995,256.3246204992585,True,False,False
854,Zone 2,22,35,Unmarried,12,28,High school degree,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,785.6231394938594,0.8534354742499235,0.1465645257500765,238.2889146881731,False,False,False
855,Zone 3,51,37,Married,17,101,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1254.9129481356715,0.9557641346943143,0.044235865305685684,325.5331582558389,True,False,False
856,Zone 1,50,28,Unmarried,6,28,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1082.477858775772,0.8865080040650356,0.1134919959349644,312.64031531437354,True,False,False
857,Zone 1,31,47,Married,18,35,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,669.2758208679755,0.9380055023915234,0.06199449760847664,179.07464808848488,False,False,False
858,Zone 3,4,28,Unmarried,0,39,High school degree,No,Female,No,No,Yes,Plus service,Yes,1,45,29.25,943.5096619094871,0.8289010147735969,0.1710989852264031,303.05932569634973,False,True,False
859,Zone 3,60,56,Unmarried,19,51,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1552.707183457986,0.9208629878374409,0.07913701216255908,425.44502570589253,True,False,False
860,Zone 3,7,31,Married,12,31,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,570.8244132521471,0.8684644832509413,0.13153551674905872,172.2436178438989,False,False,False
861,Zone 3,20,40,Unmarried,2,209,College degree,No,Female,No,No,No,E-service,No,0,35,22.75,875.1131742860867,0.9069335488743642,0.09306645112563583,246.284092121489,False,False,False
862,Zone 2,19,23,Married,4,37,Some college,No,Female,No,No,No,Plus service,Yes,1,45,29.25,1066.3056069786512,0.8807224618893141,0.11927753811068587,311.6858253608723,True,False,False
863,Zone 3,58,37,Married,5,64,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1391.417193746413,0.8694914414692398,0.13050855853076015,412.555977206209,True,False,False
864,Zone 3,65,64,Unmarried,20,88,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1613.4621239061544,0.9386525319424333,0.061347468057566745,429.83369767749195,True,False,False
865,Zone 3,72,61,Married,34,61,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1067.5815785077773,0.9949380868067444,0.005061913193255552,258.6706839161871,True,False,False
866,Zone 3,8,42,Unmarried,3,66,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1089.3322833405662,0.7489135396016217,0.25108646039837834,381.06558855982973,True,True,True
867,Zone 2,33,40,Married,14,19,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,631.0782151065328,0.9098307995256396,0.09016920047436039,176.15053393227367,False,False,False
868,Zone 3,18,34,Married,4,42,High school degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1455.756412366963,0.892662832874794,0.10733716712520602,418.65077237939727,True,False,False
869,Zone 2,24,31,Married,6,41,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1146.1876442177668,0.915151372324896,0.08484862767510404,318.13851180297985,True,False,False
870,Zone 3,70,36,Unmarried,8,50,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,919.0176926772433,0.9275849387974252,0.0724150612025748,249.14392636731577,False,False,False
871,Zone 1,7,38,Unmarried,4,70,College degree,No,Male,Yes,Yes,No,Total service,Yes,1,60,39.0,1043.8149814321278,0.7274405964746942,0.27255940352530583,375.17858948291695,True,True,True
872,Zone 3,70,59,Unmarried,27,85,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1325.8361583239496,0.980078919094321,0.01992108090567901,329.92347650618905,True,False,False
873,Zone 2,20,48,Married,21,45,Some college,No,Female,Yes,No,Yes,Plus service,Yes,1,45,29.25,1282.1392373774147,0.9684394750598864,0.03156052494011363,327.98385964533134,True,False,False
874,Zone 3,54,32,Married,12,27,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,957.3573102661185,0.9467514995356797,0.05324850046432028,251.90408545362882,False,False,False
875,Zone 3,36,48,Unmarried,28,29,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,671.4011644589864,0.9390493775474957,0.060950622452504266,179.1676863838284,False,False,False
876,Zone 3,71,53,Married,29,48,College degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1344.9024850533986,0.9863090153429295,0.013690984657070526,331.0408520402631,True,False,False
877,Zone 1,17,41,Unmarried,4,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1110.1719701949507,0.9011756850727322,0.09882431492726784,315.62844642387944,True,False,False
878,Zone 1,18,45,Married,17,43,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1298.8100628306936,0.9745101995419859,0.025489800458014078,329.0898898410672,True,False,False
879,Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,No,Female,No,No,Yes,Total service,Yes,1,60,39.0,1417.395896692924,0.8799915505704184,0.12000844942958155,415.49161250244896,True,False,False
880,Zone 3,38,30,Married,6,22,High school degree,No,Female,No,Yes,No,E-service,No,0,35,22.75,812.8758163961564,0.8696387172207997,0.13036128277920034,240.66950259099215,False,False,False
881,Zone 1,52,45,Married,19,40,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1551.862746562051,0.9206903562183519,0.07930964378164806,425.40996191792306,True,False,False
882,Zone 1,46,48,Married,12,256,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1507.117816522995,0.906986984188472,0.09301301581152799,422.0032123549162,True,False,False
883,Zone 2,31,46,Unmarried,23,144,College degree,No,Male,No,Yes,Yes,Plus service,No,0,45,29.25,1154.0929739918413,0.9175920331427821,0.08240796685721785,318.5370937667027,True,False,False
884,Zone 2,23,31,Unmarried,10,45,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,749.0487515423391,0.8298319256370081,0.17016807436299186,234.69210216109505,False,True,False
885,Zone 2,38,56,Married,34,34,High school degree,No,Female,No,Yes,Yes,Plus service,No,0,45,29.25,1318.713418166583,0.9787489743628361,0.021251025637163856,329.72687472086267,True,False,False
886,Zone 2,50,54,Unmarried,15,248,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1264.9873732043586,0.9594674958073994,0.04053250419260057,326.21109303791116,True,False,False
887,Zone 2,16,49,Unmarried,17,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1409.4706414133102,0.8771940292094377,0.12280597079056232,414.77506871973077,True,False,False
888,Zone 2,14,34,Married,4,27,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1191.8521505415702,0.7931994140196931,0.20680058598030693,392.7579215773907,True,True,True
889,Zone 2,30,52,Unmarried,23,17,Some college,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,948.232922613945,0.9437282240417009,0.05627177595829913,251.53056322854735,False,False,False
890,Zone 3,22,47,Married,0,44,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1319.0857358330745,0.8431569594710309,0.15684304052896914,405.82356829017033,True,False,False
891,Zone 1,38,55,Married,12,135,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1550.5710183344606,0.9207372477213208,0.07926275227867918,425.45818927651294,True,False,False
892,Zone 3,59,26,Married,3,41,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,810.8541791278002,0.8690646724509958,0.13093532754900417,240.5955472273563,False,False,False
893,Zone 2,54,55,Unmarried,1,587,Some college,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1141.536365492644,0.9115591905882042,0.08844080941179577,317.35185964956065,True,False,False
894,Zone 3,9,40,Unmarried,13,38,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1226.3123186805196,0.8094802258759883,0.19051977412401166,397.5269340366648,True,True,True
895,Zone 1,67,67,Married,38,49,High school degree,No,Female,No,Yes,No,E-service,No,0,35,22.75,1056.9047833340856,0.9907938760266651,0.009206123973334868,258.1002294267996,True,False,False
896,Zone 2,24,44,Unmarried,19,33,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,617.9409709466686,0.9005782245804906,0.09942177541950936,175.21827827872576,False,False,False
897,Zone 2,12,55,Married,13,36,Did not complete high school,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,971.8021077488585,0.959531979025647,0.04046802097435298,253.9891100943752,False,False,False
898,Zone 1,26,47,Unmarried,13,54,Some college,No,Male,Yes,Yes,No,E-service,No,0,35,22.75,804.1164923130679,0.8645951912800157,0.13540480871998428,239.94339139652988,False,False,False
899,Zone 2,3,32,Unmarried,4,58,High school degree,No,Male,Yes,No,Yes,Total service,Yes,1,60,39.0,1277.774813805451,0.8395828394817123,0.1604171605182877,407.4833182614255,True,False,False
900,Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1194.2803915774948,0.7939993794777961,0.20600062052220391,392.85570099354294,True,True,True
901,Zone 3,5,52,Married,0,97,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1348.3666500948223,0.863180418198008,0.13681958180199205,412.5645592102485,True,False,False
902,Zone 3,58,53,Unmarried,19,207,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1530.6091194957087,0.9141728909957428,0.08582710900425716,423.78421179708533,True,False,False
903,Zone 1,54,28,Married,2,21,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,564.3604688322904,0.8566943111228895,0.14330568887711048,170.53765141462281,False,False,False
904,Zone 2,52,39,Unmarried,6,119,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,572.6627750209731,0.8634716972790993,0.13652830272090066,171.25608498194129,False,False,False
905,Zone 2,38,30,Married,10,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,583.1582046031401,0.8717275024026632,0.12827249759733683,172.12880634216472,False,False,False
906,Zone 2,19,46,Unmarried,5,59,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,552.1732216503792,0.8457553140160377,0.15424468598396235,169.39652059803234,False,False,False
